image_id,frame_filename,primary_object_label,secondary_object_labels,narrative_label,confidence,requires_context,annotator_id,annotator_notes
nosferatu_000359,nosferatu_000359.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριες και εναν κυριο στο δωματιο
nosferatu_000362,nosferatu_000362.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κοπελα να προσευχεται στο δωματιο που δημητηριασαν την κοπελα
nosferatu_000364,nosferatu_000364.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια κυρια στο δωματιο
nosferatu_000365,nosferatu_000365.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κοπελα που συνεχιζει να προσευχεται στο δωματιο που δημητηριασαν την κοπελα
nosferatu_000367,nosferatu_000367.jpg,torture_scene,,body_vulnerability,high,yes,1,το frame δειχνει μια κοπελα να την εχουν κρεμασει απο το ταβανι απο τα χερια της και τρεις αντρες να συζητουν
nosferatu_000368,nosferatu_000368.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια κυρια στο δωματιο να βλεπει ενα μωρο
nosferatu_000370,nosferatu_000370.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο να καθεται παραθυρο
nosferatu_000371,nosferatu_000371.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους
nosferatu_000372,nosferatu_000372.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους να συζητουν
nosferatu_000375,nosferatu_000375.jpg,satanic_symbols,,occult_symbolism,medium,yes,no,το frame δειχνει εναν αντρα να εξορκιζει
nosferatu_000376,nosferatu_000376.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο σκεπτομενο
nosferatu_000381,nosferatu_000381.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο να τσεκαρει εναν αλλον που ειναι σαν λιποθυμος σε μια καρεκλα
nosferatu_000384,nosferatu_000384.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κυρια να κλαιει
nosferatu_000387,nosferatu_000387.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους
nosferatu_000391,nosferatu_000391.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους εναν σκεπτομενο και ο αλλος κατι του λεει
nosferatu_000394,nosferatu_000394.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει 3 αντρες οπου ενας ειναι καπως αγχωμενος απο αυτα που του λεει ο αλλος
nosferatu_000397,nosferatu_000397.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο με μια κυρια
nosferatu_000399,nosferatu_000399.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους να συζητουν σε εξωτερικο χωρο
nosferatu_000401,nosferatu_000401.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει εναν κυριο καπως τρομαγμενο να κοιταει εξω απο το παραθυρο του
nosferatu_000403,nosferatu_000403.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο που προσπαθει να βρει τα κλειδια του κατι τετοιο
nosferatu_000406,nosferatu_000406.jpg,torture_scene,,body_vulnerability,medium,yes,1,το frame δειχνει εναν κυριο να κοιταει μια κυρια που την εχουν παγιδευσει και φαινεται να κοιμαται αυτη
nosferatu_000408,nosferatu_000408.jpg,torture_scene,,body_vulnerability,medium,no,1,το frame δειχνει τον κυριο να την πλησιαζει
nosferatu_000409,nosferatu_000409.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει τον κυριο να την ελευθερωνει
nosferatu_000410,nosferatu_000410.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να την σηκωνει σαν να θελει να την βοηθησει
nosferatu_000411,nosferatu_000411.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να της δινει νερο
nosferatu_000412,nosferatu_000412.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους στον εξωτερικο χωρο οπου ο ενας σαν να αγχωθηκε
nosferatu_000414,nosferatu_000414.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να συνεχιζει να πινει νερο μονης της
nosferatu_000415,nosferatu_000415.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει κοπελα καπως ανακουφισμενη απο το νερο που ηπιε
nosferatu_000416,nosferatu_000416.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο που την εσωσε να προσπαθει να της δειξει τον δρομο προς την εξοδο
nosferatu_000418,nosferatu_000418.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να προσπαθει να την βγαλει εξω γιατι η κοπελα ειναι εξουθενωμενη
nosferatu_000430,nosferatu_000430.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να συνεχιζει να ειναι διπλα της για να την σωσει
nosferatu_000431,nosferatu_000431.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να ειναι στεναχωρημενη/αγχωμενη
nosferatu_000432,nosferatu_000432.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει τον κυριο καπως φοβισμενο/αγχωμενο
nosferatu_000435,nosferatu_000435.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τους κυριους που ηταν στον εξωτερικο χωρο να μπηκαν μεσα σαν να καταλαβαν οτι προσπαθουν να σωσουν την κοπελα που ειχαν φυλακισει
nosferatu_000438,nosferatu_000438.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον εναν κυριο να βλεπει εξω απο το παραθυρο
nosferatu_000439,nosferatu_000439.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο αντρες που εσωσαν ενα μωρο
nosferatu_000440,nosferatu_000440.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει την κοπελα που προσπαθουν να σωσουν να ειναι φοβισμενη
nosferatu_000446,nosferatu_000446.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να πλενει τα χερια της
nosferatu_000453,nosferatu_000453.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει πολλους αντρες στον εξωτερικο χωρο σαν να ειναι οι φυλακες
nosferatu_000457,nosferatu_000457.jpg,demon_figures,,supernatural_threat,medium,no,1,το frame δειχνει εναν χωρο με δυο οντοτητες
nosferatu_000458,nosferatu_000458.jpg,demon_figures,,supernatural_threat,medium,no,1,το frame δειχνει στον χωρο να εισηλθε και μια τριτη οντοτητα
nosferatu_000463,nosferatu_000463.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο ανθρωπους
nosferatu_000464,nosferatu_000464.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο γυναικες να κουβαλανε κατι
nosferatu_000465,nosferatu_000465.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τις δυο γυναικες να κοιτανε ενα αντικειμενο που κραταει η μια
nosferatu_000466,nosferatu_000466.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τις δυο γυναικες να κοιτανε απο ενα αντικειμενο η καθεμια
nosferatu_000469,nosferatu_000469.jpg,satanic_symbols,,occult_symbolism,medium,no,1,το frame δειχνει κατι αντικειμενα περιεργα οπου χρησιμοποιουνται για βασανισμους
nosferatu_000470,nosferatu_000470.jpg,satanic_symbols,,occult_symbolism,medium,no,1,το frame δειχνει ενα απο αυτα τα αντικειμενα
nosferatu_000472,nosferatu_000472.jpg,torture_scene,,body_vulnerability,high,no,1,το frame δειχνει ενα ποδι παγιδευμενο οπου ειναι ετοιμοι να το κοψουν
nosferatu_000473,nosferatu_000473.jpg,torture_scene,,body_vulnerability,high,no,1,το frame δειχνει ενα χερι παγιδευμενο οπου ειναι ετοιμοι να το χτυπησουν με ενα σφυρι
nosferatu_000474,nosferatu_000474.jpg,torture_scene,,body_vulnerability,high,no,1,το frame δειχνει εναν ανθρωπο παγιδευμενο σε μια καρεκλα με τα ποδια του κλειδωμενα
nosferatu_000475,nosferatu_000475.jpg,torture_scene,,body_vulnerability,high,no,1,το frame δειχνει ξαπλωμενα ποδια παγιδευμενα
nosferatu_000476,nosferatu_000476.jpg,torture_scene,,body_vulnerability,high,no,1,το frame δειχνει εναν αντρα ξαπλωμενο παγιδευμενο με τα χερια του κλειδωμενα
nosferatu_000479,nosferatu_000479.jpg,satanic_symbols,,occult_symbolism,medium,no,1,το frame δειχνει ενα αντικειμενο που χρησιμοποιουνε για βασανισμους
nosferatu_000487,nosferatu_000487.jpg,satanic_symbols,,occult_symbolism,medium,no,1,το frame δειχνει ενα αντικειμενο που χρησιμοποιουνε για βασανισμους
nosferatu_000491,nosferatu_000491.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει μια κοπελα καπως στεναχωρημενη
nosferatu_000493,nosferatu_000493.jpg,satanic_symbols,,occult_symbolism,medium,no,1,το frame δειχνει μερικα αντικειμενα για βασανισμους
nosferatu_000494,nosferatu_000494.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει να τρεχουν δακρυα απο τα ματια της κοπελας
nosferatu_000496,nosferatu_000496.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει πολλους ανθρωπους σε εναν χωρο
nosferatu_000498,nosferatu_000498.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια εικονα ενος αγιου
nosferatu_000499,nosferatu_000499.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει μια κοπελα καπως αγχωμενη/σοκαρισμενη/φοβισμενη
nosferatu_000500,nosferatu_000500.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει την κοπελα φοβισμενη να κραταει ενα μαχαιρι
nosferatu_000501,nosferatu_000501.jpg,frightened_faces,demon_figures,supernatural_threat,high,no,2,Frame δείχνει δαίμονα να κυνηγάει καλόγρια 
nosferatu_000504,nosferatu_000504.jpg,demon_figures,dark_figures,supernatural_threat,high,no,2,Frame δείχνει δαίμονα να κοιτάει χαρακτήρα 
nosferatu_000505,nosferatu_000505.jpg,frightened_faces,dark_figures,supernatural_threat,high,yes,2,Frame δείχνει καλόγρια να κρατάει μαχαίρι τρομαγμενη
nosferatu_000506,nosferatu_000506.jpg,dark_figures,,occult_symbolism,high,yes,2,Frame δείχνει την ίδια καλόγρια απο μακριά
nosferatu_000507,nosferatu_000507.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει φοβισμένη καλόγρια
nosferatu_000508,nosferatu_000508.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει φοβισμένη καλόγρια να τοποθετεί κάτι
nosferatu_000510,nosferatu_000510.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame καλόγριες μπαίνουν στον χώρο 
nosferatu_000511,nosferatu_000511.jpg,dark_figures,frightened_faces,unknown_ambiguous,medium,no,2,Frame καλόγριες κοιτούν φωβισμένες
nosferatu_000514,nosferatu_000514.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame Καλόγρια κοιτάει στεναχωρημένη
nosferatu_000515,nosferatu_000515.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει καλόγρια να περπατάει ενώ κοιτάνε οι υπόλοιπες
nosferatu_000516,nosferatu_000516.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει καλόγρια να κοιτάει τρομαγμένη
nosferatu_000517,nosferatu_000517.jpg,dark_figures,,ritual_or_curse,medium,no,2,Frame δείχει καλόγριες ξαφνικά να κάνουν τελετή
nosferatu_000518,nosferatu_000518.jpg,dark_figures,frightened_faces,body_vulnerability,medium,no,2,Frame δείχνει καλόγριες να πέφτουν στο πάτωμα
nosferatu_000519,nosferatu_000519.jpg,frightened_faces,,supernatural_threat,high,no,2,Frame δείχνει καλόγριες σε υστερία
nosferatu_000520,nosferatu_000520.jpg,dark_figures,frightened_faces,unknown_ambiguous,medium,no,2,Frame δείχνει καλόγριες να τρέχουν απο το σημείο
nosferatu_000521,nosferatu_000521.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει καλόγριες να έχουν φύγει
nosferatu_000523,nosferatu_000523.jpg,dark_figures,,occult_symbolism,medium,no,2,Frame δείχνει χαρακτήρα να κοιτάει χριστιανικά σύμβολα
nosferatu_000525,nosferatu_000525.jpg,dark_figures,,occult_symbolism,high,no,2,Frame που χαρακτήρας ακουμπάει τα συμβολάκια
nosferatu_000526,nosferatu_000526.jpg,dark_figures,frightened_faces,unknown_ambiguous,high,no,2,Frame που δείχνει χαρακτήρα να κλέβει αγαλματάκι
nosferatu_000527,nosferatu_000527.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει χαρακτήρες να συζητούν
nosferatu_000529,nosferatu_000529.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει γυναίκα να κοιτάει πολύ φοβισμένα
nosferatu_000533,nosferatu_000533.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει λίγο κάποια πρόσωπα
nosferatu_000534,nosferatu_000534.jpg,dark_figures,,unknown_ambiguous,medium,no,2,Frame δείχνει χαρακτήρες να δυπνίζουν
nosferatu_000536,nosferatu_000536.jpg,frightened_faces,,unknown_ambiguous,low,no,2,Frame δείχνει πρόσωπο γριάς
nosferatu_000541,nosferatu_000541.jpg,satanic_symbols,,occult_symbolism,low,no,2,Frame δείχνει χαρακτήρα να κρατάει ένα βιβλιαράκι
nosferatu_000547,nosferatu_000547.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει γυναίκα 
nosferatu_000549,nosferatu_000549.jpg,frightened_faces,,unknown_ambiguous,low,no,2,Frame δείχνει γυναίκα να κλαίει
nosferatu_000550,nosferatu_000550.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει γυnαίκα
nosferatu_000555,nosferatu_000555.jpg,frightened_faces,,unknown_ambiguous,medium,no,2,Frame δείχνει γυναίκα τρομαγμένη στο κρεβάτι της
nosferatu_000556,nosferatu_000556.jpg,frightened_faces,,unknown_ambiguous,low,yes,2,Frame δείχνει γυναίκα τρομαγμένη απο πρίν
nosferatu_000558,nosferatu_000558.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει την ίδια γυναίκα όρθια
nosferatu_000559,nosferatu_000559.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει την ίδια γυναίκα όρθια
nosferatu_000561,nosferatu_000561.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει καλόγρια να κοιτάει λίγο τρομαγμένη
nosferatu_000565,nosferatu_000565.jpg,demon_figures,,unknown_ambiguous,high,no,2,Frame δείχνει δαιμονική φιγούρα
nosferatu_000566,nosferatu_000566.jpg,dark_figures,,supernatural_threat,low,yes,2,Frame δείχνει ένα χαρακτήρα να κοιμάται και κάποιον που τον παρακολουθούσε
nosferatu_000568,nosferatu_000568.jpg,frightened_faces,,unknown_ambiguous,medium,no,2,Frame δείχνει ίδια γυnαίκα τρομαγμένη
nosferatu_000570,nosferatu_000570.jpg,dark_figures,,supernatural_threat,high,no,2,Frame δείχνει σκωτεινό μέρος όπου υπάρχει κάτι στο σκωτάδι
nosferatu_000571,nosferatu_000571.jpg,frightened_faces,,unknown_ambiguous,low,yes,2,Frame δείχνει απλά πρόσωπο ανθρώπου
nosferatu_000572,nosferatu_000572.jpg,frightened_faces,dark_figures,unknown_ambiguous,medium,no,2,Frame δείχνει να συζητούν με την φοβισμένη γυναίκα
nosferatu_000573,nosferatu_000573.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει χαρακτήρα να σηκώνεται απο το κρεβάτι του
nosferatu_000574,nosferatu_000574.jpg,dark_figures,,body_vulnerability,low,no,2,Frame δείχνει τους τον μόλις σηκωμένο χαρακτήρα να κοιτάει το εξουθενωμένο σώμα του χαρακτήρα
nosferatu_000576,nosferatu_000576.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει τους χαρακτήρες να επικοινωνούν
nosferatu_000577,nosferatu_000577.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει περίεργο χαρακτήρα ακουμπάει το σώμα του θύματος
nosferatu_000579,nosferatu_000579.jpg,satanic_symbols,,occult_symbolism,high,no,2,Frame δείχνει σώμα ανθρώπου και σύμβολα και αντικείμενα σατανικά
nosferatu_000581,nosferatu_000581.jpg,dark_figures,,ritual_or_curse,high,no,2,Frame δείχνει απαγωγή χαρακτήρα απο κουκουλοφώρο πρόσωπο
nosferatu_000582,nosferatu_000582.jpg,dark_figures,,ritual_or_curse,medium,no,2,Frame δείχνει κύριο χαρακτήρα να μιλαει με το θύμα απαγωγής
nosferatu_000585,nosferatu_000585.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει ιατρό να εμβολιάζει γυναίκα
nosferatu_000586,nosferatu_000586.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει ιατρό να εμβολιάζει γυναίκα
nosferatu_000587,nosferatu_000587.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει ιατρό να εμβολιάζει γυναίκα
nosferatu_000591,nosferatu_000591.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει ιατρό να μιλάει στη γυναίκα
nosferatu_000593,nosferatu_000593.jpg,frightened_faces,,unknown_ambiguous,medium,no,2,Frame δείχνει σχετικα φοβισμένο πρόσωπο της γυναίκας
nosferatu_000595,nosferatu_000595.jpg,frightened_faces,,unknown_ambiguous,medium,no,2,Frame δείχνει σχετικα φοβισμένο πρόσωπο της γυναίκας
nosferatu_000597,nosferatu_000597.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει πολιτή να μιλάει με την γυναίκα
nosferatu_000599,nosferatu_000599.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχενι γυναίκα 
nosferatu_000600,nosferatu_000600.jpg,dark_figures,,unknown_ambiguous,medium,no,2,Frame δείχνει πολιτή να προσπαθεί να πουλήσει κάτι στη γυναίκα
nosferatu_000601,nosferatu_000601.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει πολιτή να μιλάει με την γυναίκα
nosferatu_000602,nosferatu_000602.jpg,frightened_faces,,unknown_ambiguous,low,no,2,Frame δείχνει αποφασιστικό πρόσωπο γυναίκας
nosferatu_000603,nosferatu_000603.jpg,dark_figures,,supernatural_threat,medium,no,2,Frame δείχνει χαρακτήρες να κοιτάνε προς ίδια κατευθυνση
nosferatu_000606,nosferatu_000606.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει τον ιατρό να μιλάει με την γυναίκα
nosferatu_000617,nosferatu_000617.jpg,frightened_faces,dark_figures,unknown_ambiguous,low,no,2,Frame δείχνει γυναίκα να κλαίει όσο της μιλάει ο ιατρός
nosferatu_000620,nosferatu_000620.jpg,satanic_symbols,,unknown_ambiguous,medium,no,2,Frame δείχνει εικόνα με περίεργα σύμβολα
nosferatu_000621,nosferatu_000621.jpg,satanic_symbols,,unknown_ambiguous,medium,no,2,Frame δείχνει εικόνα με περίεργα σύμβολα
nosferatu_000623,nosferatu_000623.jpg,satanic_symbols,,unknown_ambiguous,medium,no,2,Frame δείχνει εικόνα με περίεργα σύμβολα
nosferatu_000624,nosferatu_000624.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame που δείχνει την Amelia Earhart
nosferatu_000625,nosferatu_000625.jpg,dark_figures,,unknown_ambiguous,high,no,2,Frame δείχνει γυnαίκα να επικοινωνεί με σκωτεινό χαρακτήρα
nosferatu_000627,nosferatu_000627.jpg,frightened_faces,,ritual_or_curse,high,no,2,Frame δείχνει γριές να κοιτούν μια γυάλινη σφαίρα, περιμένοντας ότι θα δούν κάτι απο μέσα της
nosferatu_000628,nosferatu_000628.jpg,frightened_faces,,body_vulnerability,high,no,2,Frame δείχνει ετοιμοθάνατη γριά 
nosferatu_000629,nosferatu_000629.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει πρόσωπο γυnαίκας να κλαίει
nosferatu_000632,nosferatu_000632.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει χαρακτήρες να χαμογελάνε
nosferatu_000634,nosferatu_000634.jpg,torture_scene,dark_figures,ritual_or_curse,high,no,2,Frame δείχνει θυσία ανρθώπων που τους καίνε